Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Diversity Spotlight (US Headquarters Only),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Program,School Type,School Method,Number of Enrollments,Number of Founders (Alumni),Number of Alumni,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events
Zebra Technologies,https://www.crunchbase.com/organization/zebra-technologies,"Hardware, Hospitality, Information Technology, Logistics, Manufacturing, News, Social News, Software, Transportation","Lincolnshire, Illinois, United States","Zebra Technologies is a global leader in barcode printing and RTLS technology including printers, RFID, software and supplies.",492,"Greater Chicago Area, Great Lakes, Midwestern US",,$1B to $10B,Active,1991-01-01,year,1991-08-15,day,,,For Profit,https://www.zebra.com/ap/en.html,,,2,2,1,,,,,,,,,,,,,"Content and Publishing, Hardware, Information Technology, Manufacturing, Media and Entertainment, Software, Transportation, Travel and Tourism",1,Edward Kaplan,1001-5000,2,IPO,2014-09-16,2000000000,USD,2000000000,Post-IPO Debt,,,,Post-IPO Equity,,,,2000000000,USD,2000000000,"Deutsche Bank, Morgan Stanley, Plymouth Growth, Rev1 Ventures, North Coast Ventures",,6,25,Made Acquisitions,,,,,,,,,,,,Public,1991-08-15,,,,,,,,,ZBRA,https://www.crunchbase.com/ipo/zebra-technologies-ipo--ffc4e05a,NASDAQ,2022-12-08,,26
5ire,https://www.crunchbase.com/organization/5ire,"Blockchain, Cryptocurrency, Developer APIs, Information Technology, Virtual Currency","London, England, United Kingdom","5ire is a blockchain network that brings sustainability, technology, and Innovation to build the 5th industrial revolution (5IR).",492,,,,Active,2021-01-01,year,,,,,For Profit,http://5ire.org,,,,,,,,,,,,,,,,,,"Financial Services, Information Technology, Other, Payments, Software",3,"Prateek Dwivedi, Pratik Gauri, Vilma Mattila",51-100,2,Early Stage Venture,2022-07-14,100000000,USD,100000000,Series A,100000000,USD,100000000,Series A,121000000,USD,121000000,121000000,USD,121000000,"Kangaroo Capital, SRAM & MRAM, Moonrock Capital, Magnus Capital, DuckDAO",2,13,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,,,2
VideoAmp,https://www.crunchbase.com/organization/videoamp,"Advertising, Advertising Platforms, Business Intelligence, Digital Media, TV","Los Angeles, California, United States",VideoAmp is a software and data company that provides measurement and optimization tools for the advertising ecosystem.,494,"Greater Los Angeles Area, West Coast, Western US",,$10M to $50M,Active,2014-06-01,day,,,,,For Profit,http://videoamp.com,,,,,,,,,,,,,,,,,,"Advertising, Data and Analytics, Media and Entertainment, Sales and Marketing, Video",2,"Dave Gullo, Ross McCray",251-500,6,Late Stage Venture,2021-10-21,275000000,USD,275000000,Series F,275000000,USD,275000000,Series F,381600000,USD,381600000,456600000,USD,456600000,"Tiger Global Management, Wavemaker Partners, The Raine Group, GoAhead Ventures, Mediaocean",5,22,3,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,2021-12-22,2022-09-19,
MarkLogic,https://www.crunchbase.com/organization/marklogic-corporation,"Big Data, Content, Data Integration, Database, Enterprise Software, Government, Information Technology, Search Engine, Software, Web Development","San Carlos, California, United States",MarkLogic Data Hub is a highly differentiated data platform that eliminates friction at every step of the data integration process.,494,"San Francisco Bay Area, Silicon Valley, West Coast",,$100M to $500M,Closed,2001-01-01,year,2023-01-03,day,,none,For Profit,http://www.marklogic.com,,,,,,,,,,,,,,,,,,"Data and Analytics, Government and Military, Information Technology, Internet Services, Media and Entertainment, Software",3,"Christopher Lindblad, Frank R. Caufield, Paul Pedersen",251-500,8,M&A,2017-05-31,,,,Undisclosed,,,,Undisclosed,173225481,USD,173225481,173225481,USD,173225481,"Sequoia Capital, Wellington Management, NTT Data, Northgate Capital, Lehman Brothers",5,9,1,"Made Acquisitions, Was Acquired",MarkLogic acquired by Progress,https://www.crunchbase.com/acquisition/progress-software-acquires-marklogic-corporation--03bd91ed,Progress,https://www.crunchbase.com/organization/progress-software,2023-01-03,day,335000000,USD,335000000,Acquisition,,Private,,,,,,,,,,,,,2021-02-04,,35
First Mode,https://www.crunchbase.com/organization/first-mode,"CleanTech, Environmental Engineering, GreenTech, Transportation","Seattle, Washington, United States","First Mode helps governments, companies, and individuals identify and replace equipment that generates greenhouse gas emissions.",496,"Greater Seattle Area, West Coast, Western US",,,Active,2018-01-01,year,2022-12-07,day,,,For Profit,https://firstmode.com,,,,,,,,,,,,,,,,,,"Science and Engineering, Sustainability, Transportation",5,"Joshua Weiss, Krunal Desai, Maggie Scholtz, Rhae Adams, Riley Chapin",251-500,2,M&A,2022-01-06,200000000,USD,200000000,Series A,200000000,USD,200000000,Series A,208500000,USD,208500000,208500000,USD,208500000,Anglo American,1,1,,Was Acquired,First Mode acquired by Anglo American,https://www.crunchbase.com/acquisition/anglo-american-acquires-first-mode--08106801,Anglo American,https://www.crunchbase.com/organization/anglo-american,2022-12-07,day,200000000,USD,200000000,Merger,Cash & Stock,Private,,,,,,,,,,,,,,,
Meituan,https://www.crunchbase.com/organization/meituan,"E-Commerce, Food Delivery, Internet, Local Business","Beijing, Beijing, China",Meituan develops and operates a platform providing retail and online group buying services.,497,Asia-Pacific (APAC),,$10B+,Active,2010-01-01,year,2018-09-19,day,,,For Profit,https://about.meituan.com,,,41,59,27,,3,3,,,,,,,,,,"Commerce and Shopping, Food and Beverage, Internet Services, Sales and Marketing, Transportation",4,"Edward Long, Mu Rongjun, Tao Zhang, Xing Wang",10001+,9,IPO,2021-04-19,6588000000,USD,6588000000,Post-IPO Equity,6588000000,USD,6588000000,Post-IPO Equity,14288000000,USD,14288000000,17288000000,USD,17288000000,"Tencent, Temasek Holdings, Baillie Gifford, Coatue, Source Code Capital",3,21,6,Made Acquisitions,,,,,,,,,,,,Public,2018-09-19,,,4200000000,USD,4200000000,55000000000,USD,55000000000,3690,https://www.crunchbase.com/ipo/meituan-ipo--42e8a9df,HKG - Hong Kong Stock Exchange,,2022-11-04,1
Fundrise,https://www.crunchbase.com/organization/fundrise,"Finance, Financial Services, FinTech, Real Estate, Real Estate Investment","Washington, District of Columbia, United States","Fundrise offers an alternative to investing in stock and bonds, the first low-cost, and direct private market investment built.",498,"Washington DC Metro Area, Southern US",,$50M to $100M,Active,2010-01-01,year,,,,,For Profit,https://fundrise.com,Private Equity Firm,,1,1,,,,,,,,,,,,,,"Financial Services, Real Estate",4,"Benjamin Miller, Brandon Jenkins, Daniel Miller, Kenny Shin",101-250,8,,2021-08-04,,,,Corporate Round,,,,Corporate Round,55485000,USD,55485000,355485000,USD,355485000,"Goldman Sachs, Collaborative Fund, Camber Creek, Renren, Guggenheim Partners",4,17,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,
Funding Circle,https://www.crunchbase.com/organization/funding-circle,"Finance, Financial Services, FinTech, Lending","London, England, United Kingdom",Funding Circle is a lending platform for small businesses.,498,,,$50M to $100M,Active,2010-01-01,year,2018-09-28,day,,,For Profit,http://www.fundingcircle.com,,,5,5,2,,1,1,,,,,,,,,,Financial Services,5,"Alex Tonelli, Andrew Mullinger, James Meekings, Sam Hodges, Samir Desai",501-1000,10,IPO,2019-12-02,250000000,GBP,323495197,Post-IPO Debt,100000000,USD,100000000,Series F,373235731,USD,373235731,746417715,USD,746417715,"Temasek Holdings, Rocket Internet, Accel, BlackRock, Index Ventures",8,20,3,Made Acquisitions,,,,,,,,,,,,Public,2018-09-28,,,300000000,GBP,390930414,1500000000,GBP,1954652071,FCH,https://www.crunchbase.com/ipo/funding-circle-ipo--2d70b81a,LSE - London Stock Exchange,2022-10-17,2020-03-13,2
Supabase,https://www.crunchbase.com/organization/supabase,"Database, Developer Tools, Information Services, Information Technology, Software","San Francisco, California, United States",Supabase is an open-source Firebase alternative that provides a full PostgreSQL database.,499,"San Francisco Bay Area, West Coast, Western US",,$1M to $10M,Active,2020-01-01,year,,,,,For Profit,https://supabase.com,,,,,,,,,,,,,,,,,,"Data and Analytics, Information Technology, Software",2,"Anthony Wilson, Paul Copplestone",101-250,4,Early Stage Venture,2022-05-10,80000000,USD,80000000,Series B,80000000,USD,80000000,Series B,116125000,USD,116125000,116125000,USD,116125000,"Mozilla, Lightspeed Venture Partners, Y Combinator, Coatue, Felicis Ventures",3,13,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,
UserTesting,https://www.crunchbase.com/organization/usertesting-com,"Consumer Research, Market Research, Marketing Automation, Product Management, SaaS","San Francisco, California, United States",UserTesting is an on-demand human insight platform designed to improve customer insights.,500,"San Francisco Bay Area, West Coast, Western US",,$100M to $500M,Active,2007-01-01,year,2021-11-17,day,,,For Profit,http://www.usertesting.com,,,,,,,,,,,,,,,,,,"Data and Analytics, Design, Other, Sales and Marketing, Software",2,"Darrell Benatar, Dave Garr",501-1000,4,M&A,2020-11-17,3200000,GBP,4242068,Grant,100000000,USD,100000000,Series F,148500000,USD,148500000,152742068,USD,152742068,"Accel, Insight Partners, Bradley Horowitz, Scottish Enterprise, Greenspring Associates",4,7,4,"Made Acquisitions, Was Acquired",UserTesting acquired by Thoma Bravo,https://www.crunchbase.com/acquisition/thoma-bravo-acquires-usertesting-com--fafb7051,Thoma Bravo,https://www.crunchbase.com/organization/thoma-bravo,2022-10-27,day,1300000000,USD,1300000000,Acquisition,Cash,Public,2021-11-17,,,140000000,USD,140000000,1971920000,USD,1971920000,USER,https://www.crunchbase.com/ipo/usertesting-com-ipo--f6445738,NYSE - New York Stock Exchange,2022-03-18,,11
Huobi,https://www.crunchbase.com/organization/huobi,"Bitcoin, Blockchain, Cryptocurrency, Financial Services, FinTech","Beijing, Beijing, China","Huobi is a global blockchain asset financial services provider including exchange, trade, wallet, and storage.",500,Asia-Pacific (APAC),,$1M to $10M,Active,2013-01-01,year,2022-10-07,day,,,For Profit,https://www.huobi.com,,,35,36,6,4,2,2,,,,,,,,,,"Financial Services, Other, Payments, Software",2,"Jun Du, Leon Li",1001-5000,5,M&A,2020-12-01,,,,Initial Coin Offering,,,,Initial Coin Offering,2000000,USD,2000000,2000000,USD,2000000,"ICONIUM, Karnika Yashwant, Node Capital, ZhenFund",,4,3,"Made Acquisitions, Was Acquired",Huobi acquired by About Capital Management,https://www.crunchbase.com/acquisition/about-capital-management-acquires-huobi--8f4a3a21,About Capital Management,https://www.crunchbase.com/organization/about-capital-management,2022-10-07,day,,,,Acquisition,,Private,,,,,,,,,,,,,2020-08-03,2023-01-06,3
WinZO,https://www.crunchbase.com/organization/winzo-games,"Digital Entertainment, eSports, Gaming, Media and Entertainment, Online Games","New Delhi, Delhi, India",WinZO is a mobile e-sports social gaming platform that offers monetary benefits and prizes to players.,501,Asia-Pacific (APAC),,Less than $1M,Active,2018-04-01,day,,,,,For Profit,https://www.winzogames.com,"Private Equity Firm, Venture Capital",Early Stage Venture,3,3,,,,,,,,,,,,,,"Gaming, Media and Entertainment, Sports",3,"Chanchal Kurele, Paavan Nanda, Saumya Singh Rathore",51-100,6,Late Stage Venture,2021-07-02,65000000,USD,65000000,Series C,65000000,USD,65000000,Series C,101000000,USD,101000000,110500000,USD,110500000,"Kalaari Capital, Makers Fund, Griffin Gaming Partners, Hike, Revant Bhate",5,14,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,,,
Allianz,https://www.crunchbase.com/organization/allianz,"Asset Management, Financial Services, Insurance, Intellectual Property","München, Bayern, Germany","Allianz is an integrated financial services company offering a range of products, services, and solutions in insurance and asset management.",502,European Union (EU),,$1M to $10M,Active,1890-01-01,year,2002-01-11,day,,,For Profit,http://www.allianz.com,,,18,23,6,1,6,6,,,,,,,,,,"Financial Services, Professional Services",1,Wilhelm von Finck,10001+,1,IPO,2018-04-16,85000000,USD,85000000,Post-IPO Equity,85000000,USD,85000000,Post-IPO Equity,85000000,USD,85000000,85000000,USD,85000000,JD.com,1,1,7,Made Acquisitions,,,,,,,,,,,,Public,2002-01-11,,,,,,,,,ALV,https://www.crunchbase.com/ipo/allianz-ipo--a81efe2b,ETR - Deutsche Börse XETRA,2021-09-16,,28
Odoo,https://www.crunchbase.com/organization/odoo,"E-Commerce, Human Resources, Open Source, Software","Grand-rosière, Brabant Wallon, Belgium",Odoo offers an integrated suite of business apps built through an open-source development model.,503,European Union (EU),,$50M to $100M,Active,2005-01-01,year,,,,,For Profit,http://www.odoo.com,,,,,,,,,,,,,,,,,,"Administrative Services, Commerce and Shopping, Software",1,Fabien Pinckaers,1001-5000,5,Private Equity,2022-06-08,112000000,EUR,120029878,Private Equity,112000000,EUR,120029878,Private Equity,349151075,USD,349151075,439151075,USD,439151075,"XAnge, Sofinnova Partners, Summit Partners, S.R.I.W., Meusinvest (Noshaq)",2,5,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,5
Citi,https://www.crunchbase.com/organization/citigroup,"Banking, Credit Cards, Financial Services, Wealth Management","New York, New York, United States",Citigroup is a diversified financial services holding company that provides various financial products and services.,504,"Greater New York Area, East Coast, Northeastern US",,$10B+,Active,1812-06-16,day,1998-10-08,day,,,For Profit,https://www.citigroup.com,Investment Bank,"Early Stage Venture, Late Stage Venture",121,143,44,9,35,35,,,,,,,,,,"Financial Services, Lending and Investments, Payments",1,Sanford Weill,10001+,2,IPO,2018-05-08,1200000000,USD,1200000000,Post-IPO Equity,1200000000,USD,1200000000,Post-IPO Equity,8700000000,USD,8700000000,8700000000,USD,8700000000,"Abu Dhabi Investment Authority, ValueAct Capital",2,2,7,Made Acquisitions,,,,,,,,,,,,Public,1998-10-08,,,,,,,,,C,https://www.crunchbase.com/ipo/citigroup-ipo--e24f850c,NYSE - New York Stock Exchange,2023-01-11,2022-12-12,45
SpiderOak,https://www.crunchbase.com/organization/spideroak,"Blockchain, Cyber Security, Enterprise Software, Open Source","Lenexa, Kansas, United States",SpiderOak is a collaboration tool that develops a technology that eliminates entire categories of cyberattacks.,506,Midwestern US,,$1M to $10M,Active,2007-01-01,year,,,,,For Profit,https://spideroak.com,,,,,,,,,,,,,,,,,,"Information Technology, Other, Privacy and Security, Software",2,"Alan Fairless, Ethan Oberman",11-50,7,Late Stage Venture,2023-01-12,16400000,USD,16400000,Series C,16400000,USD,16400000,Series C,34579822,USD,34579822,34579822,USD,34579822,"OCA Ventures, Madison Dearborn Partners, DRW Venture Capital, KCRise Fund, Method Capital",2,6,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,1
Embody,https://www.crunchbase.com/organization/embody-b98a,"Manufacturing, Medical Device, Therapeutics, Wellness","Norfolk, Virginia, United States",Embody specializes in biofabrication techniques and biologic products that help repair tendon and ligament injuries.,507,"East Coast, Southern US",,,Active,2015-01-01,year,2023-01-05,day,,,For Profit,https://embody-inc.com,,,,,,,,,,,,,,,,,,"Health Care, Manufacturing",2,"Jeff Conroy, Michael Francis",51-100,7,M&A,2022-09-20,10400000,USD,10400000,Series C,10400000,USD,10400000,Series C,34800000,USD,34800000,47800000,USD,47800000,"Horizon Technology Finance, Virginia Venture Partners, DARPA, Genesis Innovation Group, 757 Angels",5,7,,Was Acquired,Embody acquired by Zimmer Biomet,https://www.crunchbase.com/acquisition/zimmer-holdings-acquires-embody-b98a--dfba9f4e,Zimmer Biomet,https://www.crunchbase.com/organization/zimmer-holdings,2023-01-05,day,155000000,USD,155000000,Acquisition,,Private,,,,,,,,,,,,,,,
The Boring Company,https://www.crunchbase.com/organization/the-boring-company,"Construction, Infrastructure, Transportation","Pflugerville, Texas, United States",The Boring Company engages in constructing underground transportation networks.,511,Southern US,,,Active,2016-12-17,day,,,,,For Profit,https://www.boringcompany.com,,,,,,,,,,,,,,,,,,"Other, Real Estate, Transportation",4,"Bridgett Moore, Bridgett Moore, Elon Musk, Samuel Hetherington",251-500,3,Late Stage Venture,2022-04-20,675000000,USD,675000000,Series C,675000000,USD,675000000,Series C,908000000,USD,908000000,908000000,USD,908000000,"Sequoia Capital, Craft Ventures, Valor Equity Partners, Founders Fund, 8VC",2,8,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,
Elastic,https://www.crunchbase.com/organization/elasticsearch,"Analytics, Cloud Computing, Open Source, SaaS, Search Engine, Software","Mountain View, California, United States","Elastic builds software to make data usable in real time and at scale for search, logging, security, and analytics use cases.",512,"San Francisco Bay Area, Silicon Valley, West Coast",,$100M to $500M,Active,2012-02-01,day,2018-10-04,day,,,For Profit,https://www.elastic.co,,,,,,,,,,,,,,,,,,"Data and Analytics, Internet Services, Software",4,"Shay Banon, Simon Willnauer, Steven Schuurman, Uri Boness",1001-5000,5,IPO,2018-05-03,,,,Secondary Market,57999996,USD,57999996,Series D,161999996,USD,161999996,161999996,USD,161999996,"DCVC, Index Ventures, New Enterprise Associates, SV Angel, Benchmark",3,7,11,Made Acquisitions,,,,,,,,,,,,Public,2018-10-04,,,252000000,USD,252000000,2501000000,USD,2501000000,ESTC,https://www.crunchbase.com/ipo/elasticsearch-ipo--37be9070,NYSE - New York Stock Exchange,,2022-12-01,52
AmplifyBio,https://www.crunchbase.com/organization/amplifybio,"Biotechnology, Health Care, Life Science","West Jefferson, Ohio, United States",AmplifyBio is a biotechnology company that develops and advances treatments and cures for disease via cutting-edge technology and research.,513,"Great Lakes, Midwestern US",,,Active,2021-01-01,year,,,,,For Profit,https://www.amplify-bio.com,,,,,,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",,,251-500,3,,2023-01-12,50000000,USD,50000000,Debt Financing,100000000,USD,100000000,Venture - Series Unknown,180000000,USD,180000000,230000000,USD,230000000,Hercules Capital,1,1,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,,,
Product Science,https://www.crunchbase.com/organization/product-science,"Analytics, Artificial Intelligence, Big Data, Mobile Apps, Software","Los Angeles, California, United States",Product Science is a performance management platform that helps improve mobile performance of apps.,513,"Greater Los Angeles Area, West Coast, Western US",,,Active,2021-06-23,day,,,,,For Profit,https://productscience.ai,,,,,,,,,,,,,,,,,,"Apps, Artificial Intelligence, Data and Analytics, Mobile, Science and Engineering, Software",4,"Anna Liberman, Daniel Liberman, David Liberman, Masha Liberman",11-50,3,Seed,2023-01-04,18000000,USD,18000000,Seed,18000000,USD,18000000,Seed,36000000,USD,36000000,36000000,USD,36000000,"Coatue, MANTIS Venture Capital, K5 Global, New Wave, Slow Ventures",1,11,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,
